Channel,Mean,Zero Crossing Rate,Range,Energy,RMS,Variance
Channel 11,0.00020943903217051418,44,0.025080392269122107,0.010333346551569682,0.004546063473285362,2.0622828394942842e-05
Channel 12,-0.00010515426557500318,87,0.20234671196748327,0.5115986845346483,0.03198745643325359,0.001023186311649728
Channel 13,0.0013004834173721731,82,0.1933556279464772,0.5307295926840372,0.032580042746566104,0.0010597679282492143
Channel 14,0.0007449290678636949,87,0.0899108402100604,0.11623323681554276,0.015246851269396101,0.00023191155431493725
Channel 15,-0.0003497117509463668,74,0.017887525052317277,0.005816383832528572,0.003410684339697408,1.1510469356307168e-05
Channel 16,0.0004943144311518633,55,0.019496455877128886,0.007550745168676763,0.0038860636043885756,1.4857143580508538e-05
Channel 17,0.0004413143569227753,73,0.11991266794331212,0.17309200261560093,0.018606020671578377,0.00034598924686957567
Channel 18,2.356020040992593e-05,78,0.07363224598255472,0.09659701931288059,0.013899425837989178,0.0001931934835427178
Channel 19,0.009185380174825387,55,0.06587152082758108,0.10493995588676511,0.014487232716206716,0.000125508702817455
Channel 1,0.0015126730002679156,23,0.03198933051684254,0.02114948554900311,0.006503765916606026,4.0010791492266684e-05
Channel 2,-0.0012792951957286962,31,0.02933932680538813,0.017659161961125932,0.005942922170300724,3.3681727724437336e-05
Channel 3,0.004140151680174965,19,0.02564825020729091,0.022567781874350566,0.006718300659296302,2.7994707813845553e-05
Channel 4,0.0018679627835821967,29,0.024701820310342903,0.014390660666213095,0.0053648225816355,2.529203637157805e-05
Channel 5,0.0010275330350923689,23,0.02148395866071969,0.009519130834045092,0.004363285650526468,1.798243752988405e-05
Channel 6,0.0007648040956996028,31,0.02148395866071969,0.00902553302097881,0.004248654615517437,1.746614073715873e-05
Channel 7,-0.0008471553047822376,36,0.03303040340348534,0.021534175176542818,0.006562648120468264,4.2350678242664945e-05
Channel 8,0.006596515834713814,28,0.051107214435192214,0.05130766149450769,0.010129922161054121,5.9101301831385286e-05
Channel 9,0.005012760045161023,14,0.03653219402219296,0.03199699682888472,0.007999624594802524,3.886623038740669e-05
Channel 10,0.0018405163165707038,16,0.019496455877128886,0.009342618674739775,0.00432264240360911,1.5297737037916558e-05
Channel 11,0.0001973247294895797,34,0.014291091443914862,0.0034274962278454794,0.0026182040515763776,6.816055406822822e-06
Channel 12,-0.0005456227396146033,54,0.0695625974256783,0.08459095649383738,0.013006994771570978,0.00016888420881369025
Channel 13,0.0022993455306110967,50,0.17565738887354954,0.38648765744980074,0.02780243361469642,0.0007676883250304602
Channel 14,0.00493420636371434,27,0.0451447060844198,0.04574445655690841,0.009564983696474178,6.714252067409774e-05
Channel 15,0.0009400829126143731,13,0.017982168042012074,0.006644473206117839,0.0036454007203921596,1.2405190529646155e-05
Channel 16,-0.0003275652913577836,8,0.013439304536661659,0.005550767482753555,0.0033318966018631357,1.09942359454048e-05
Channel 17,-0.0037331986325354807,59,0.08470547577684637,0.09488360077736921,0.013775601676686882,0.00017583042952477363
Channel 18,0.001227040457369008,39,0.04249470237296539,0.026461894255828518,0.007274873779774948,5.141816022763669e-05
Channel 19,-0.00048391551033359376,47,0.054987577012679034,0.031155323025906092,0.007893709270793558,6.207647183067076e-05
Channel 1,0.0005183537505343426,66,0.06568223484819148,0.06580507919476167,0.01147214706973038,0.00013134146777883033
Channel 2,0.00036313924743487,84,0.08811262340585918,0.11168567584157998,0.014945613125033043,0.00022323948157013237
Channel 3,0.0001670389727872435,78,0.05271614526000383,0.03438619053474607,0.008292911495336975,6.874447905106232e-05
Channel 4,4.53280880397301e-05,67,0.03284111742409574,0.019845288770370187,0.006300045836399952,3.9688522905175035e-05
Channel 5,0.0003390999280523906,49,0.029907184743556928,0.014844244367248514,0.005448714411170495,2.957349997329189e-05
Channel 6,0.00041992504125175,70,0.06501973392032788,0.053851085955938974,0.010377965692363699,0.00010752583487160768
Channel 7,0.0015700266520229647,63,0.05224293031152982,0.05039603080242113,0.010039524969083061,9.832707791677982e-05
Channel 8,0.0009792651103480206,87,0.11319301567498129,0.18474745387383817,0.019222250329960753,0.0003685359475913313
Channel 9,-0.00023538301939504802,87,0.10420193165397526,0.1981999020007853,0.019909791661430577,0.0003963443988357511
Channel 10,0.00044377507465484,74,0.022335745567972895,0.0075219452360777515,0.003878645442954989,1.4846954155270593e-05
Channel 11,-0.0003133688429035634,42,0.021862530619498895,0.007300614934508946,0.0038211555672358977,1.4503029837315176e-05
Channel 12,0.0021770667879254147,89,0.15682343392428427,0.31992601578181207,0.025295296629287114,0.0006351124117645363
Channel 13,0.004069358723883254,74,0.17556274588385473,0.4445469835676321,0.029817678768396177,0.0008725342867116196
Channel 14,0.003555068717881709,79,0.08205547206539196,0.12198171613210027,0.015619328803255297,0.00023132491867533945
Channel 15,0.002892378504038716,41,0.02498574927942731,0.01600362126036583,0.005657494367715416,2.364138911010642e-05
Channel 16,-0.00044984403404346555,66,0.01883395494926528,0.004670788124211242,0.0030563992292275046,9.139216593457984e-06
Channel 17,0.0018433556062615482,96,0.13609661918112298,0.22997058537275464,0.02144623908160844,0.00045654321085437336
Channel 18,1.3528043502277098e-05,68,0.055934006909627035,0.050368314851476706,0.010036763905908788,0.0001007364466949924
Channel 19,0.0012826905353095508,84,0.06274830216765268,0.05624054395006482,0.01060571015538939,0.00011083579289075695
Channel 1,-0.0070290461056672126,6,0.28885040454853084,2.8445417836197735,0.07542601386285469,0.005639676078083951
Channel 2,-0.007386039462795997,6,0.3020057801161081,3.178256356527039,0.07972774117616828,0.006301959134108099
Channel 3,0.0009940294167404091,23,0.05441971907451023,0.06753787055698349,0.011622208960174782,0.00013408764663262168
Channel 4,-0.0008357981460188624,8,0.0679536666008667,0.15739603948111852,0.01774238087073539,0.0003140935204213485
Channel 5,-0.0017614065852340096,17,0.060192941445893065,0.11188684860423428,0.014959067390999633,0.00022067114404996285
Channel 6,-0.0012825130573783205,19,0.0700358123741523,0.1574856279720233,0.017747429558785312,0.00031332641620170076
Channel 7,0.002082423798230614,43,0.12000731093300693,0.24094535887445973,0.021952009423943847,0.0004775542288734823
Channel 8,0.0024975279510320095,27,0.10779836526237765,0.28974104662944167,0.024072434302722344,0.0005732444473926972
Channel 9,0.009334348240605,36,0.06748045165239269,0.153654342743946,0.0175302220604273,0.00022017862841100633
Channel 10,0.0019008985439959872,25,0.026310751135154513,0.015374726905630692,0.0055452190048059765,2.7136038536695325e-05
Channel 11,-6.157698354241181e-06,53,0.030948257630199733,0.015405618889032073,0.005550787131395343,3.081119986081513e-05
Channel 12,0.005411585603734914,71,0.17631988980141317,0.5604212480220099,0.03347898588732968,0.0010915572372974687
Channel 13,-0.020604825833468766,1,1.6007915276978542,111.8074280581909,0.47287932510988656,0.2231902972687542
Channel 14,0.023836304265559875,9,0.07325367402377553,0.43230961338839236,0.029404408288159527,0.00029644982573643665
Channel 15,0.01043977836024027,7,0.04041255659967977,0.11359882130706173,0.015073076746773481,0.00011820867040318245
Channel 16,0.00015852110371471133,61,0.017508953093538077,0.005083374080316646,0.003188533857532846,1.014161922031036e-05
Channel 17,0.01025938882188198,42,0.09786085134442363,0.20475228464026066,0.02023621924373526,0.00030424951028196434
Channel 18,0.00014583894309560752,30,0.06369473206460066,0.07721289115086924,0.012426817062375162,0.00015440451330441524
Channel 19,-0.004110634875438345,35,0.056880436806575035,0.06813647619456645,0.011673600660855796,0.00011937563330996286
Channel 1,0.0010773152476718341,64,0.0727804590753015,0.09864854800045283,0.014046248467149714,0.00019613648785803944
Channel 2,-0.0003198045662028099,76,0.07779653752912594,0.09204252819290548,0.013567794823987093,0.00018398278142524682
Channel 3,0.001058575935712263,60,0.08148761412722315,0.1036434625385731,0.01439746245270833,0.00020616634206547708
Channel 4,0.001085643830764976,50,0.053757218146646635,0.05550046750860316,0.01053569812671217,0.0001098223124899283
Channel 5,0.0013107048602592117,40,0.04107505752754338,0.030317260034920437,0.007786817069242148,5.8916572839133756e-05
Channel 6,0.0014265478796456474,60,0.060003655466503464,0.05470059554306049,0.010459502430140785,0.0001073661522331995
Channel 7,0.000906579294262414,60,0.05243221629091943,0.04209579061486969,0.009175597050314458,8.336969521295405e-05
Channel 8,-0.005146218468678851,71,0.11962873897422771,0.26198782913446816,0.022890514591614935,0.0004974920937415651
Channel 9,0.00043317505980902194,89,0.1867306186678412,0.43065316788779673,0.029348020985674544,0.0008611186951431529
Channel 10,0.0008772399674570257,68,0.03170540154775814,0.017536945545075185,0.005922321427459875,3.430434112964638e-05
Channel 11,0.00106482237303212,23,0.03170540154775814,0.020405810203368284,0.006388397326930798,3.9677773720626806e-05
Channel 12,0.0012041368538628664,88,0.1550252171200831,0.4603747986860573,0.03034385600697635,0.0009192996518092838
Channel 13,-0.015822515564190506,61,0.1870145476369256,0.6262003989921252,0.0353892751830869,0.0010020487992051996
Channel 14,-3.4361309283291955e-05,77,0.1141394455719293,0.17351576971756671,0.018628782553756256,0.0003470303587355577
Channel 15,0.0002677391138225112,69,0.026216108145459712,0.010111170954648668,0.004496925828752053,2.015065767622687e-05
Channel 16,0.00033190706083558586,65,0.019780384846213285,0.0054607630487712965,0.0033047732293672726,1.0811363800510074e-05
Channel 17,0.0012902619744851352,93,0.13278411454180497,0.20996541492554022,0.02049221388359687,0.0004182660538882782
Channel 18,-0.0018460174180211612,61,0.07826975247759994,0.1179359654813974,0.01535812263796571,0.00023246415065515728
Channel 19,0.0068346375967859325,61,0.06038222742528267,0.08786587518036079,0.013256385267512466,0.00012901947928132182
Channel 1,0.005557525093844296,58,0.06293758814704227,0.0762651875477332,0.012350318825660591,0.00012164428992675737
Channel 2,0.00963342008804057,56,0.09076262711731359,0.15837190380389715,0.017797297761396092,0.00022394102501513064
Channel 3,0.003450772143238039,79,0.06227508721917867,0.05105627140854338,0.010105075102001308,9.020471443253911e-05
Channel 4,0.001856227052860041,72,0.03605897907371895,0.020525522705310044,0.006407108974461109,3.760546653885061e-05
Channel 5,0.0016745125126460246,54,0.024796463300037704,0.012453583848269587,0.004990708135779849,2.2103175541531074e-05
Channel 6,0.0018662592097676903,72,0.054041147115731034,0.03475323203791795,0.008337053680757723,6.602354063779319e-05
Channel 7,0.003330007688387473,76,0.05489293402298424,0.051541727548525956,0.01015300227011951,9.199450389233222e-05
Channel 8,-0.02364551580638332,46,0.14858949382083664,0.6321997359557909,0.03555839523813725,0.0007052890541616583
Channel 9,0.014640791386813071,70,0.10685193536542967,0.3170500315349029,0.0251813435517211,0.0004197472906376261
Channel 10,0.000706882586006385,76,0.02706789505271292,0.008798805618539596,0.004194950683509783,1.7097928246680115e-05
Channel 11,0.0016262445879016763,50,0.015521450309947267,0.005966883340409205,0.0034545284310334473,9.28909522113892e-06
Channel 12,0.0032976397859118514,94,0.14016626773799942,0.2592284218277865,0.022769647420537126,0.0005075824154979442
Channel 13,-0.06668857966164038,26,0.23689140320608543,3.7971123327772274,0.08714484876086741,0.0031468580082675015
Channel 14,0.010852421795309599,42,0.07382153196194433,0.11926153401996228,0.015444192048790528,0.00012074800921661375
Channel 15,0.001590658823776431,52,0.019401812887434082,0.006830396861405803,0.003696051098511979,1.1130598229153784e-05
Channel 16,0.0016411981802734545,48,0.012966089588187657,0.005538461487361142,0.0033282011619976165,8.383391507789385e-06
Channel 17,0.005050617241038944,84,0.10495907557153364,0.12327697205554586,0.01570203630460367,0.00022104520959561193
Channel 18,0.0036483867057207817,66,0.05063399948671822,0.04054708768415262,0.009005230445041661,6.778344981382512e-05
Channel 19,0.004725234642468221,61,0.057069722785964644,0.05485824813348043,0.010474564251889473,8.738865384057909e-05
Channel 1,-0.0006412121592063519,71,0.09956442515893003,0.17017941831059166,0.01844881667265365,0.00033994768358806924
Channel 2,-0.0009444482981884922,67,0.09076262711731359,0.14137268887862992,0.0168150342776118,0.00028185339516930867
Channel 3,-0.00025469018929278676,69,0.10675729237573486,0.12305795013709495,0.0156880814720663,0.0002460510331816679
Channel 4,-0.0004965976709526973,67,0.06738580866269789,0.05845572587803595,0.010812559907629271,0.00011666484250927625
Channel 5,-0.0006873979381774145,49,0.042494702372965376,0.030180246923126697,0.007769201622190879,5.988797792084284e-05
Channel 6,-0.0005622799058008887,71,0.0671965226833083,0.06566368916562759,0.01145981580703875,0.0001310112196387877
Channel 7,-0.0012192915402621928,49,0.054041147115731034,0.05968316959368453,0.01092549034082082,0.00011787966732721412
Channel 8,-0.0010292484169550336,57,0.1392198378410514,0.3856176557962995,0.027771123700574288,0.0007701759592887945
Channel 9,-0.0009241946983938043,80,0.22600745939118339,0.5547035954874269,0.03330776472498348,0.0011085530551343146
Channel 10,-6.294349217112171e-05,64,0.03870898278517337,0.024223755971263285,0.00696042469555749,4.8443550059319874e-05
Channel 11,0.00011990676391923291,39,0.033692904331348944,0.018587201458832456,0.006097081508202503,3.716002528563133e-05
Channel 12,-0.002250900127935517,74,0.17310202815178993,0.4486797563316593,0.029955959551703874,0.0008922929612773785
Channel 13,-0.0017280922528614393,70,0.15000913866625865,0.4529829369984359,0.03009926700098977,0.000902979571162472
Channel 14,-0.001609220657804771,73,0.12776803608798057,0.267811748234994,0.02314354113937597,0.0005330339053444824
Channel 15,-0.0008043766734401876,42,0.036437551032498156,0.030255252172552843,0.00777884980862246,5.986348251233099e-05
Channel 16,-0.0004960298130145282,49,0.027162538042407716,0.013200594961169387,0.005138208824321835,2.6155144346939545e-05
Channel 17,-0.0015094669466664508,65,0.15918950866665427,0.47312035240513994,0.030761025743792744,0.0009439622143472014
Channel 18,-0.001812892371627981,49,0.10723050732420887,0.2060493025440462,0.02030021194687613,0.0004088120263369853
Channel 19,-0.0028437438153837476,43,0.0911411990760928,0.16838222829523547,0.01835114319573772,0.0003286775777029376
Channel 1,-0.0017038636474995708,80,0.06549294886880189,0.07247965652628735,0.012039905026725696,0.00014205616172330415
Channel 2,-0.0007120051154980625,76,0.08394833185928796,0.09347599058428144,0.013673038476087269,0.00018644502988406748
Channel 3,0.0021587060479246233,82,0.057921509693217854,0.04894029715718193,0.009893462200582962,9.322058251301751e-05
Channel 4,0.001256379784174396,68,0.042210773403880984,0.024420724663479262,0.006988665775880152,4.726295916487642e-05
Channel 5,0.0007735112507515244,61,0.024512534330953302,0.013984095736014557,0.00528849614465484,2.7369871816989923e-05
Channel 6,8.545671567032564e-05,64,0.060003655466503464,0.04295885284735369,0.009269180421952492,8.591040284445422e-05
Channel 7,-0.0009056446724136243,58,0.04694292288862101,0.04145680214927351,0.009105690764491567,8.209341202587586e-05
Channel 8,0.001717859001926243,80,0.10543229052000766,0.16930895498991216,0.01840157357346986,0.0003356668704293253
Channel 9,0.0031401538510597037,86,0.11167872783986449,0.2158150066562975,0.02077570728790226,0.00042176944710427
Channel 10,0.0011028688548894298,66,0.026973252063018115,0.00836835356625001,0.004091052081372225,1.55203874214149e-05
Channel 11,-0.0003877582328036766,55,0.019875027835908086,0.006837836003113356,0.003698063277747788,1.352531555911968e-05
Channel 12,-0.0006461335946704815,93,0.1611770114502451,0.40770739316849297,0.02855546858899335,0.0008149972977148242
Channel 13,0.0053544212379592546,75,0.15644486196550508,0.2883331155886738,0.024013875804987157,0.0005479964043838384
Channel 14,0.003287418343024813,75,0.08054118423027515,0.10529915753077665,0.01451200589379543,0.0001997911956994973
Channel 15,-0.0032024407463270405,26,0.0233768184546157,0.01521568257991032,0.005516463102370996,2.0175738426084943e-05
Channel 16,-0.00044511188455872557,57,0.017508953093538074,0.005393231150992384,0.003284275004013027,1.0588337712209349e-05
Channel 17,0.0012136011528323463,73,0.12956625289218177,0.17688202397552788,0.018808616322075786,0.0003522912201928998
Channel 18,0.0014653515054205155,61,0.055839363919932244,0.05164447742910212,0.010163117378944526,0.00010114169982376608
Channel 19,0.00216476319926509,55,0.0675750946420875,0.06653829673661413,0.01153588286492318,0.00012839039376433584
Channel 1,-0.0023328609570112146,70,0.07060367031232109,0.09995881681255636,0.014139223232734983,0.00019447539338036547
Channel 2,0.0016550160567688956,71,0.07230724412682751,0.09470497335565878,0.013762628626513089,0.00018667086856315467
Channel 3,0.0021212274240054825,81,0.07107688526079511,0.0591654702153466,0.010878002593798789,0.00011383133464634026
Channel 4,0.001767641214505708,71,0.04930899763099102,0.03957319841885946,0.008896426071053416,7.60218413744997e-05
Channel 5,0.0017451161829583454,46,0.03568040711493975,0.02030881053610914,0.0063731955149844794,3.757219058019517e-05
Channel 6,0.001995730819670177,76,0.05621793587871145,0.0488887524129729,0.009888250847644683,9.37945633213644e-05
Channel 7,0.0022501311759698,61,0.05091792845580262,0.0525574425955435,0.010252555056720594,0.00010005179488201577
Channel 8,0.0019819129431747364,77,0.12190017072690291,0.23245972446275792,0.02156199083863816,0.00046099147001119224
Channel 9,0.0019135807046150898,99,0.15559307505825187,0.41524283777283766,0.02881814837122044,0.0008268238844326
Channel 10,0.00123555832644154,68,0.026689323093933716,0.010852114497790414,0.004658779775389778,2.0177624617541812e-05
Channel 11,0.0009597686544708919,43,0.022808960516446895,0.012605954387579643,0.005021146161501304,2.429075290505442e-05
Channel 12,0.0015247873029488501,79,0.18029489536859478,0.5801101538360853,0.03406200680629623,0.0011578953313529366
Channel 13,0.005463071390128885,72,0.16836987866704994,0.4663258483962988,0.03053934669885061,0.0009028065477789529
Channel 14,0.0012179547303583073,90,0.08820726639555398,0.11130883500838634,0.014920377676747082,0.0002211342562915705
Channel 15,0.0009749115328220597,64,0.02101074371224569,0.007465395374508561,0.003864038140212532,1.3980338252187661e-05
Channel 16,0.0006500967921895047,45,0.021767887629804094,0.008146429999526097,0.00403644150199804,1.587023415983711e-05
Channel 17,0.0007282719016774103,88,0.10514836155092326,0.17374656188250956,0.01864116744640794,0.0003469627438022462
Channel 18,0.0005030215862037848,73,0.06350544608521108,0.0773717359468779,0.012439592915114055,0.00015449044117756884
Channel 19,-0.02826409370348958,15,0.10382335969519604,0.5899444167965557,0.03434950994691353,0.0003810298407134722
Channel 1,-0.01316929399108647,10,0.1834181140285232,1.4671809346915308,0.05416975050139203,0.0027609315651593957
Channel 2,-0.006504723942758015,11,0.1630698712441411,0.9082568046208341,0.04262057729831528,0.0017742021756701788
Channel 3,-0.014527042321248079,2,0.2861057578473816,2.3735410380902775,0.06889907166414184,0.004536047117577223
Channel 4,-0.002647454254756731,14,0.059719726497419065,0.09852258394642555,0.014037277794959075,0.00019003615386182157
Channel 5,-0.0019048853576113269,5,0.030475042681725732,0.04197568774935522,0.009162498321894004,8.032278727306841e-05
Channel 6,-0.0018083495081226305,9,0.036437551032498156,0.03712435735677543,0.008616769389600192,7.097858677002352e-05
Channel 7,-0.0032775872801447128,11,0.07031974134323671,0.151722579961574,0.01741967737712579,0.0002927025815441816
Channel 8,0.0013898263996440642,40,0.08820726639555398,0.15119520299043543,0.017389376238981975,0.00030045878855972325
Channel 9,-0.0005870763691009264,33,0.07751260856004152,0.142730351643172,0.016895582360082886,0.0002851160446231872
Channel 10,-0.0003574724761013403,8,0.022998246495836497,0.014260257177178787,0.0053404601257155335,2.839272778318755e-05
Channel 11,-0.0010254626973672418,27,0.015332164330557665,0.006282075644533682,0.0035445946579358498,1.1512577545375666e-05
Channel 12,-0.009061031094414574,48,0.08073047020966476,0.1435383557468603,0.016943338262978773,0.00020497442699977277
Channel 13,-0.008184826295820114,37,0.12180552773720812,0.20779135948918281,0.020385846045194337,0.0003485913374856173
Channel 14,-0.001555463439658124,32,0.07883761041576873,0.11401382929274315,0.015100584710052994,0.00022560819207337318
Channel 15,-0.0007415337282828405,22,0.014196448454220061,0.005295848861953169,0.003254488857548346,1.004182545372529e-05
Channel 16,-0.0007375587227156589,21,0.01400716247483046,0.004556405875955145,0.003018743406106304,8.568818882456335e-06
Channel 17,-0.004391724554831902,22,0.06388401804399027,0.08883670435843888,0.013329418918950583,0.00015838616415136427
Channel 18,0.005029417211347309,32,0.05782686670352305,0.06389114966858202,0.011304083303707737,0.00010248726185136749
Channel 19,-0.00012010785794678091,31,0.042683988352354985,0.03417269704455465,0.008267127317823846,6.833096819156872e-05
Channel 1,-0.0003179117064089141,73,0.08962691124097599,0.10545158574855497,0.014522505689346791,0.00021080210364403813
Channel 2,-0.0006067621109574449,78,0.08612512062226836,0.0772419629496949,0.012429156282684269,0.0001541157656400963
Channel 3,0.0008539577919921046,71,0.08215011505508675,0.08207009766927857,0.012811721013921477,0.00016341095142805313
Channel 4,-0.0002951973888821615,67,0.05158042938366622,0.0415380353931062,0.009114607549763861,8.298892928780956e-05
Channel 5,-0.0003818903674425986,39,0.03426076226951775,0.0177472524343801,0.005957726484890037,3.5348664616014764e-05
Channel 6,-0.00037905107775175505,66,0.04258934536266018,0.03652722287028398,0.008547189347415204,7.29107660210232e-05
Channel 7,-9.758282639941873e-05,56,0.06151794330162026,0.0681337496016647,0.011673367089376115,0.0001362579767953213
Channel 8,0.0004999930105335513,74,0.11224658577803329,0.24462057737324697,0.022118796412700533,0.0004889911617359115
Channel 9,0.0007426576361110195,94,0.16524666000712152,0.37179178748514985,0.027268728884388794,0.0007430320346058257
Channel 10,-0.0005043583961076708,79,0.031137543609589334,0.015057657127270531,0.005487742181857769,2.986093686281676e-05
Channel 11,-0.0005041691101282811,39,0.02489110628973251,0.01480096832109178,0.005440766181539468,2.9347750150576017e-05
Channel 12,0.00015038180660095836,71,0.2106752950606257,0.5807893846572106,0.034081941982733635,0.0011615561546266643
Channel 13,0.0013445870505699497,69,0.1909895532041072,0.6463785577568809,0.035954931727285505,0.0012909492011772014
Channel 14,0.000783543407659173,69,0.15000913866625865,0.2635711039681006,0.02295957769507534,0.000526528267664515
Channel 15,0.0006061824449711175,52,0.030096470722946526,0.014551822079561336,0.005394779342950244,2.873618700253151e-05
Channel 16,0.00010571031546501281,51,0.021578601650414492,0.01092136487845056,0.00467362062612073,2.1831555086105405e-05
Channel 17,0.0004066750226944784,72,0.1616502263987191,0.39658622251132153,0.02816331736537163,0.0007930070604485595
Channel 18,-0.00038170108146320903,59,0.08498940474593075,0.0997786576706239,0.014126475687206905,0.00019941161962565762
Channel 19,0.001302565563145459,59,0.07438938990011312,0.08122786757600815,0.01274581245554854,0.00016075905810572388
Channel 1,0.0020464594621465897,67,0.08603047763257358,0.1143996375649371,0.015126112360083611,0.00022461127879966488
Channel 2,0.0005162716047610572,75,0.08082511319935955,0.11142716930626112,0.014928306622404373,0.0002225878022426397
Channel 3,0.0008711828161165582,67,0.0682375955699511,0.07222030776910639,0.012018344958363143,0.000143681656039116
Channel 4,0.000229881917944591,70,0.056975079796269854,0.04995611296989553,0.009995610333530967,9.985938024359317e-05
Channel 5,-0.00025790805094241034,56,0.03719469495005656,0.02318253081794941,0.006809189499191429,4.6298545073157904e-05
Channel 6,-0.0005073869717779042,72,0.05063399948671822,0.04063805626814612,0.00901532653520061,8.101867099716228e-05
Channel 7,-0.0009064018163311834,51,0.053757218146646635,0.04890308982635139,0.009889700685698367,9.69846154000543e-05
Channel 8,0.0008480899266310273,69,0.11158408485016967,0.21615957139193626,0.020792285655595263,0.00043159988626021963
Channel 9,0.0010084151511740192,82,0.17527881691477037,0.4664881579246213,0.030544661003999416,0.0009319594147321253
Channel 10,-4.1364890520706966e-05,72,0.039655412682121374,0.018369117417684634,0.006061207374390788,3.6736523781201485e-05
Channel 11,-0.00043072615012511593,38,0.02148395866071969,0.008861867574961563,0.004209956668413955,1.7538210133521522e-05
Channel 12,-0.0009230589825174673,94,0.1872038336163152,0.4002155639231294,0.02829189155652656,0.0007995790899610525
Channel 13,0.0061494223513955774,79,0.17291274217240035,0.41303692994926017,0.028741500654950507,0.0007882584646426767
Channel 14,-0.0010563163120077465,81,0.0941697747463264,0.1259146709959142,0.015869131734024655,0.00025071353784081476
Channel 15,-0.0011350592794338206,76,0.02091610072255089,0.007665910066098888,0.0039155868183706226,1.4043460564368951e-05
Channel 16,-0.0003095831233157713,58,0.02082145773285609,0.005208360155769542,0.0032274944324567137,1.0320878601297135e-05
Channel 17,-0.0006631693328155461,70,0.11546444742765649,0.2266107264048321,0.021288998398460747,0.0004527816592456772
Channel 18,-0.0016493492854353655,69,0.07968939732302194,0.1037870991214952,0.014407435519307048,0.00020485384517762422
Channel 19,0.0027129353955773748,61,0.06445187598215907,0.06909494941718139,0.01175541997694522,0.00013082988037378625
Channel 1,0.009657837979381828,8,0.13467697433570097,0.5222302790772952,0.032318115015492324,0.0009511867237186005
Channel 2,0.007980007058072409,36,0.17896989351286757,0.5868909293864951,0.03426049997844442,0.0011101013461261048
