Channel,Mean,Zero Crossing Rate,Range,Energy,RMS,Variance
Channel 6,-0.001820834477162458,8,0.06762700046393737,0.14257685233805437,0.01688649474213369,0.00028183826648288526
Channel 7,-0.0027947121120023358,4,0.06948857403266488,0.18313955374045315,0.01913841967041444,0.0003584686916919338
Channel 8,-0.0009781825201181267,8,0.04663089201664995,0.055621106296648695,0.010547142389922371,0.00011028537155063274
Channel 9,-0.0002422200908815234,14,0.0343322994232534,0.02135735543895726,0.006535649231554163,4.265604030548786e-05
Channel 10,0.0003245527667972877,7,0.01626588052675028,0.006822917548516714,0.003694026948606822,1.3540500598597654e-05
Channel 11,-0.0009748866193734944,17,0.04971316956487092,0.07227942500874582,0.012023262869017363,0.00014360844609685814
Channel 12,0.0007494187868599837,13,0.06369023013007097,0.13309840121615724,0.01631553868042102,0.0002656351739142158
Channel 13,-0.0029877664463592267,8,0.06201176215826748,0.147980434376637,0.017203513267739064,0.00028703412041528384
Channel 14,0.0006487107085517745,9,0.033447289038120644,0.03565945841850946,0.008445052802500345,7.089809125362918e-05
Channel 15,0.0009431445084055951,15,0.03384401783145602,0.024026743826016623,0.006932062294298375,4.7163966088297606e-05
Channel 16,-0.00020694174587416246,10,0.0477600431976814,0.07576362796721088,0.0123096407719487,0.00015148443104823632
Channel 17,0.00023922555863069528,6,0.06454472291571639,0.1356661985462879,0.016472170381967757,0.0002712751682246736
Channel 18,0.0003909590632817315,10,0.044097931259201036,0.05586407665758912,0.010570153892691357,0.0001115753043260161
Channel 19,-0.001423129120643491,4,0.07778936109322038,0.17440027953209503,0.01867620301517924,0.0003467752625701665
Channel 1,-0.0009254481082040096,12,0.07150273559882908,0.1507509953966774,0.017363812680208077,0.0003006455365923764
Channel 2,-0.0004543784425174855,12,0.059417766201843886,0.10281918829227152,0.014340096812244437,0.00020543191681551845
Channel 3,-0.0007496056999579772,15,0.04293826247868225,0.057791536853924554,0.010750956874057728,0.00011502116500243962
Channel 4,0.0006189865666511085,10,0.049255405572560876,0.0521917132994498,0.01021682076768011,0.00010400028222920507
Channel 5,0.0005075973285223308,10,0.03961184413456259,0.03262520330062683,0.008077772378648315,6.499275155333064e-05
Channel 6,8.053404129654629e-05,10,0.04364016726689099,0.05204100580695628,0.010202059184983812,0.000104075525882105
Channel 7,-0.0003722860998965505,10,0.049011264776662185,0.08884943507747227,0.013330373969058203,0.00017756027321476836
Channel 8,-0.002263827951320633,9,0.04904178237614953,0.07671317599557216,0.012386539145021273,0.00014830143499796377
Channel 9,-0.0018879731960345985,13,0.03872683374942984,0.04422315692319619,0.009404590041378325,8.488187105744728e-05
Channel 10,-0.0006738610180304085,15,0.011779793402111834,0.003694088014828043,0.0027181199439421516,6.934087358035108e-06
Channel 11,-0.00036288667925445095,10,0.034942651413000125,0.04220941423916555,0.009187971945882894,8.428714173635079e-05
Channel 12,-0.0014635344223647238,12,0.05294803511052858,0.09605339924562117,0.013860259683398516,0.0001899648654857959
Channel 13,-0.001923190505842984,10,0.0554809958679775,0.10390594734367928,0.014415682248418164,0.00020411323296559396
Channel 14,-0.003765354881296556,7,0.03985598493046128,0.06360017715922237,0.011278313451861708,0.00011302245693634093
Channel 15,-0.0034789166925084177,5,0.04370120246586566,0.055455545223149084,0.010531433446891177,9.880822909288445e-05
Channel 16,-0.0023254124670860775,7,0.04849246558537747,0.06609900135040489,0.011497739025600197,0.00012679045955873048
Channel 17,-0.002088290719069474,9,0.0554809958679775,0.08893437108665395,0.013336744061925605,0.0001735077840459562
Channel 18,-0.0034201397958958076,7,0.0497742047638456,0.09147374294757621,0.013525808142035448,0.00017125012967168218
Channel 19,-0.002878452404995586,7,0.054840126278743434,0.09416373985546171,0.013723245961175636,0.00018004199146309858
Channel 1,-0.00037680270462067656,16,0.05215457752385784,0.06246023198347776,0.011176782361975003,0.00012477848368874607
Channel 2,-0.0007599206485846972,10,0.04434207205509973,0.05193079880465763,0.01019125103259238,0.00010328411821716987
Channel 3,0.0002754194316226761,18,0.04040530172123334,0.03810415140088472,0.008729736697161572,7.613244693845408e-05
Channel 4,0.000351347219147169,16,0.03155519786990579,0.027933471656392372,0.0074744192625771765,5.57434984443823e-05
Channel 5,-0.0003876059348391936,16,0.030609152285798365,0.016839707008492355,0.005803396765428391,3.352917565626214e-05
Channel 6,-0.0006296715339727454,12,0.03887942174686652,0.03308668751347498,0.008134701901541934,6.577688878625437e-05
Channel 7,-0.0006248497532537463,10,0.04666140961613728,0.04725083347137997,0.009721196785517715,9.411122972861865e-05
Channel 8,-0.0008545862421944145,10,0.03240969065555121,0.03782766431329267,0.0086980071640914,7.492501098123737e-05
Channel 9,0.00032552932998088243,16,0.03402712342838003,0.019574122350346924,0.0062568558158785995,3.904227535601605e-05
Channel 10,0.00037771442510422767,12,0.014556894955459445,0.005661004357266191,0.0033648192692226995,1.1179340527600564e-05
Channel 11,-0.0009574915876657128,12,0.029785177099640278,0.02227396010498417,0.006674422837217338,4.363113006951773e-05
Channel 12,-0.000970858296241166,13,0.03558352100223419,0.0372289325902734,0.008628897101052186,7.35152993491665e-05
Channel 13,-0.0009440028086923098,11,0.03509523941043681,0.04087077606908873,0.009041103480116653,8.085041083535849e-05
Channel 14,-6.92463369873002e-05,8,0.040527372119182684,0.037917983429363034,0.008708384859359746,7.58311718035399e-05
Channel 15,-9.097486782228414e-05,6,0.03823855215763246,0.038578234008305345,0.008783875455435982,7.714819159003541e-05
Channel 16,-0.0015207244038039924,9,0.033233665841709295,0.027206795876272245,0.007376556903633598,5.210098904021948e-05
Channel 17,-0.0011803310991222427,11,0.03567507380069619,0.04117158843949294,0.009074314127193629,8.094999537543076e-05
Channel 18,-0.0008525110454292748,8,0.035522485803259514,0.03664354333389133,0.008560787736405024,7.256031158520373e-05
Channel 19,-0.0011263149480296572,11,0.03582766179813288,0.03792555927114927,0.008709254763887581,7.458253318014348e-05
Channel 1,0.00015243350568871117,11,0.08483892657479505,0.18692153067949835,0.019335021628097464,0.00037381982538534016
Channel 2,0.0004007246951176797,13,0.07507329473884744,0.14836516599887717,0.0172258623005571,0.0002965697517164772
Channel 3,8.529478681657077e-05,15,0.031219504275545096,0.023220567733246697,0.006814773324659698,4.643386026583531e-05
Channel 4,-0.00018954671416638046,9,0.05819706222235043,0.08101824676595781,0.01272935558195762,0.0001620005655750643
Channel 5,0.00041110067894337376,8,0.05761722783209104,0.08871909984776964,0.013320593068461301,0.0001772691959273116
Channel 6,0.0005730270618231805,10,0.05850223821722379,0.08491247992862279,0.013031690598584882,0.00016949659984366388
Channel 7,0.0002586957871036157,12,0.06921391563727886,0.09345091474872821,0.013671204390888772,0.00018683490598719128
Channel 8,5.624203210462653e-05,19,0.03781130576480975,0.03178373704486656,0.007972921302115877,6.356431092355786e-05
Channel 9,-4.232981423946991e-05,11,0.03997805532841063,0.03320567760346663,0.008149316241681462,6.640956339375973e-05
Channel 10,0.0004974044502935608,14,0.02160646043703414,0.009650506174895976,0.004393291744215487,1.905360116262011e-05
Channel 11,0.00040023641352588215,10,0.043060332876631593,0.051857131082596014,0.010184019941319442,0.00010355407297847998
Channel 12,0.0004441207215886718,12,0.04702762080998532,0.057669953665129045,0.010739641862290292,0.00011514266411491363
Channel 13,0.00038851765532274464,13,0.04217532249149884,0.042955179071263595,0.00926878407033669,8.57594121740297e-05
Channel 14,0.0009142748592905754,11,0.04699710321049799,0.04294878010255098,0.00926809366618087,8.506166168677115e-05
Channel 15,0.0009269701806773073,9,0.028411885122710145,0.02087054759177603,0.006460734879528184,4.088182146768714e-05
Channel 16,0.0007762132392098658,10,0.033294701040683966,0.029294780633297858,0.007654381834387132,5.798705427387104e-05
Channel 17,0.0010722949894360033,16,0.03787234096378442,0.04481819278285666,0.009467649421356566,8.848656902134378e-05
Channel 18,0.0008647753129221157,15,0.029357930706817574,0.027181623111724076,0.0073731435781115885,5.361540988160861e-05
Channel 19,0.0009651782152354524,15,0.030792257882722378,0.027053963255251674,0.007355809031677165,5.317635752333825e-05
Channel 1,-0.0018293183698199376,11,0.047943148794605414,0.0468938260139032,0.009684402512690517,9.044124632964572e-05
Channel 2,-7.412915290527433e-05,12,0.025939959564235907,0.018092672543267366,0.0060154255947966586,3.617984995522427e-05
Channel 3,-0.0018487885982928583,5,0.04074099531559404,0.05625496871428893,0.010607070162329363,0.00010909191814740017
Channel 4,-0.0032011455019746817,11,0.040283231323283986,0.0286343858934929,0.007567613348142583,4.702143926217305e-05
Channel 5,-0.0012745084111401626,11,0.019226087677021903,0.010670346051311272,0.004619598694975847,1.971632041255552e-05
Channel 6,0.0002616254766544003,12,0.020935073248312744,0.00935956784465342,0.004326561647464051,1.8650687799272197e-05
Channel 7,0.0014812308225663105,9,0.02529908997500184,0.019709516024944716,0.006278457776388198,3.7224987300168976e-05
Channel 8,0.0005403121951727557,7,0.02938844830630491,0.02878144766337066,0.0075870215056200625,5.727095805848891e-05
Channel 9,-0.00053933943949023,11,0.03817751695865778,0.04913785329547472,0.009913410441969476,9.79848195599598e-05
Channel 10,-0.00017337238643809233,13,0.00912476224671357,0.002728480406527507,0.0023360138726161313,5.426902828675775e-06
Channel 11,0.001135588490772739,9,0.02328492840883764,0.018361263786046664,0.006059911515203281,3.5432966351717826e-05
Channel 12,0.0014542532646195044,7,0.030181905892975657,0.031069362989155955,0.007882812060319079,6.002387342065543e-05
Channel 13,0.0010592334568554234,8,0.025390642773463847,0.022838727766046465,0.006758509860323719,4.4555480015971046e-05
Channel 14,0.001060698301630815,17,0.026062029962185245,0.019303099248059508,0.006213388648404268,3.748111760903652e-05
Channel 15,0.0014561453557877199,11,0.01791383089906644,0.008190356675542418,0.0040473093965108274,1.4260354053902692e-05
Channel 16,0.0014385672184830138,7,0.020965590847800076,0.013245510778432138,0.005146942933126836,2.442154591477032e-05
Channel 17,0.0013001393872084563,5,0.025604265969875202,0.02059973954518826,0.006418682036865241,3.9509116664205746e-05
Channel 18,0.0015636893763810932,14,0.018737806085224525,0.01100536396708568,0.004691559222068007,1.9565603468364272e-05
Channel 19,0.0014273367418716745,6,0.019287122875996578,0.01353415371468417,0.005202721156218958,2.5031017254671495e-05
Channel 1,0.0012121876654859534,13,0.047576937600757374,0.04867145140232353,0.009866250696421974,9.58735038682908e-05
Channel 2,0.0008229051664254903,12,0.035705591400183534,0.031301234198373024,0.007912172166778605,6.19252954838163e-05
Channel 3,0.0008754564727426839,15,0.03579714419864555,0.032490898471828844,0.008061128763619752,6.421537290799061e-05
Channel 4,0.0015095511548905585,15,0.03341677143863331,0.02503421062341006,0.007075904270608819,4.77896765575887e-05
Channel 5,0.000711454893097738,14,0.03771975296634773,0.03355760865407254,0.008192387765977943,6.660904924323236e-05
Channel 6,0.0006603684315559371,14,0.03646853138736694,0.030728921550825464,0.007839505284241533,6.102175663625528e-05
Channel 7,0.0010395801227855784,14,0.036895777780189654,0.030360586703458297,0.007792379187829389,5.964044657522572e-05
Channel 8,0.0006214890098090705,20,0.03347780663760798,0.024881211353935076,0.007054248557278809,4.93761741185567e-05
Channel 9,0.00041128378454029745,16,0.03271486665042458,0.02474522503444122,0.00703494492294591,4.932129571745666e-05
Channel 10,-0.00014004716779792098,12,0.018096936495990458,0.0066637662164939675,0.0036506893092932372,1.3307919223779717e-05
Channel 11,0.0003601973229984965,13,0.03604128499454423,0.030656310312425775,0.007830237584189355,6.118287851335627e-05
Channel 12,0.0010499561066112727,12,0.04299929767765692,0.03661211853941838,0.008557116166024436,7.212182925302644e-05
Channel 13,0.0007596727002877293,14,0.03402712342838004,0.02527564737663559,0.007109943372015784,4.997419214170874e-05
Channel 14,0.0006450485966132939,23,0.02655031155398263,0.0175582468157424,0.00592591711311294,3.470040593949202e-05
Channel 15,0.00013870058591940938,10,0.01550294053956687,0.006290110240239482,0.003546860651404135,1.2560982627944577e-05
Channel 16,0.00047720179943294407,11,0.030517599487336358,0.022584156468904718,0.0067207375293050564,4.49405913804274e-05
Channel 17,0.0007925096373361031,10,0.0356750738006962,0.02518929379809307,0.007097787514161447,4.975051607091554e-05
Channel 18,0.0006977219733284363,19,0.024749773184229783,0.014645286066112305,0.00541207650834914,2.8803756180159283e-05
Channel 19,0.0007720018104806132,14,0.02719118114321669,0.018596126644732185,0.006098545178111282,3.659626649407903e-05
Channel 1,0.0031685488982211374,5,0.0850220321717191,0.2485805274504745,0.022297108666841738,0.0004871213527805306
Channel 2,0.002901947149099767,4,0.08612066575326319,0.27212974612846313,0.023329369735527065,0.0005358381950007579
Channel 3,0.0010104052976756847,13,0.05023196875615565,0.05315124995646736,0.010310310369379514,0.00010528158104736362
Channel 4,0.0008045335715341137,11,0.05465702068181942,0.07859922069437222,0.012537880258988936,0.000156551167121019
Channel 5,-0.0005746177844975902,6,0.07406621395576535,0.1817627931721975,0.019066346958565374,0.0003631954007461341
Channel 6,0.0001335736292055364,6,0.08102422663887802,0.2614291665368041,0.0228660957111967,0.0005228404911591891
Channel 7,0.0008860155621653016,6,0.0726929219788352,0.19950797463913697,0.0199753835827569,0.0003982309257018749
Channel 8,0.00019845404571561376,15,0.04241946328739754,0.042582494123378764,0.009228487863499498,8.512560423849664e-05
Channel 9,0.0011452930874097115,26,0.04049685451969534,0.028698102293050184,0.007576028285724676,5.608450833003189e-05
Channel 10,0.0006189865666511088,11,0.018280042092914478,0.009715512007423937,0.004408063522097642,1.9047879645153348e-05
Channel 11,-0.0008304773385994188,10,0.0592651782044072,0.10922919002520423,0.014780337616252495,0.00021776868744048127
Channel 12,-0.000677340024371965,16,0.051910436727959135,0.08936573935035101,0.013369049281856284,0.00017827268919208582
Channel 13,-0.000996065833417706,5,0.05337528150335129,0.08727768927238316,0.01321194075617834,0.0001735632314002642
Channel 14,0.0009974658354930542,13,0.026519793954495295,0.021286542015437955,0.006524805286817065,4.1578145937900044e-05
Channel 15,0.0011668385126477711,13,0.02502443157961581,0.02220434335410925,0.00666398429681662,4.304717459362042e-05
Channel 16,-0.0009554774260995484,12,0.0554809958679775,0.06573766507306786,0.011466269233980848,0.00013056239303434989
Channel 17,-0.0012499722611523441,7,0.058410685418761786,0.09448110988486266,0.013746352962503375,0.00018739978911607501
Channel 18,0.00016476261588159468,9,0.031402609872469116,0.029517134602195724,0.0076833761592409,5.900712248479931e-05
Channel 19,-0.0007987390351325891,7,0.04870608878178882,0.0702431546351791,0.011852692068486307,0.0001398483252241137
Channel 1,-0.0007873864881232992,11,0.05215457752385783,0.041730464112843355,0.009135695278723273,8.284095074400756e-05
Channel 2,-0.0011313198343455802,10,0.04772952559819406,0.046198822430286654,0.009612369367672744,9.111776029298958e-05
Channel 3,-0.00022604576315323445,10,0.04632571602177658,0.039181453860982624,0.008852282627772639,7.83118110349257e-05
Channel 4,-0.0010019862477182485,9,0.050903355944877035,0.04895759394361307,0.009895210350832677,9.691121144660963e-05
Channel 5,-0.0009996669101572113,15,0.04208376969303683,0.028135285398005416,0.007501371261043599,5.527123686474756e-05
Channel 6,-0.0013275479990491532,8,0.042968780078169594,0.04507238388132129,0.009494459845754396,8.838238407286316e-05
Channel 7,-0.0011811245567089133,6,0.046752962414599294,0.06132465337076939,0.011074714747637465,0.00012125425152307795
Channel 8,1.5348448791595805e-05,20,0.033752465032994006,0.021710315634423268,0.006589433304074527,4.342039569396623e-05
Channel 9,0.00010891540881976902,17,0.0346679930176141,0.019206637024907526,0.006197844306677528,3.840141148353668e-05
Channel 10,0.00012838563729268953,15,0.01397706056520005,0.003312907381125631,0.002574065803791982,6.609331890388212e-06
Channel 11,-0.0009947840942392374,12,0.03765871776737306,0.03394734586491335,0.008239823525405547,6.690509633567531e-05
Channel 12,0.07313594406684232,4,1.3475046053633368,59.30493919983172,0.3443978490055701,0.11326101208511519
Channel 13,-0.00048300395083660663,12,0.03643801378787961,0.03109584604047011,0.00788617093911489,6.195839926441644e-05
Channel 14,0.00035397173270308,17,0.026214617959621926,0.018503225970740594,0.006083292853503042,3.688115595392837e-05
Channel 15,0.0004953292535284216,7,0.028747578717070843,0.026076075839398714,0.007221644665780603,5.190680060939641e-05
Channel 16,-0.00038827732202791483,11,0.028076191528349448,0.019706938904181088,0.006278047292619113,3.9263118529561003e-05
Channel 17,-0.0006252769996465688,8,0.03143312747195645,0.03139801413321272,0.0079243945047193,6.240505694013843e-05
Channel 18,2.3527165454202026e-05,10,0.02487184358217913,0.01427412859893878,0.005343056915088735,2.8547703670363246e-05
Channel 19,-5.154612928464553e-05,12,0.02536012517397651,0.022606619612334386,0.006724079061452859,4.521058222122455e-05
Channel 1,0.00015749942720360855,16,0.05273441191411722,0.057423112389838236,0.010716633089719759,0.00011482141871010701
Channel 2,0.00015487491364769767,13,0.051055943942313727,0.06023633172132852,0.010976003983356467,0.00012044867720377966
Channel 3,-9.49287719109604e-06,22,0.032043479461703175,0.020239653090893067,0.006362334963029385,4.047921606706877e-05
Channel 4,0.000143400296240459,19,0.03295900744632327,0.019254336565027237,0.0062055356843752395,3.848810948509262e-05
Channel 5,0.0003766157915226833,11,0.03622439059146825,0.040681564214422566,0.00902015124201613,8.122128897442088e-05
Channel 6,0.0002292768211978238,12,0.04498294164433379,0.05260462327223045,0.010257155870145529,0.00010515667868372233
Channel 7,-0.00010836989953006615,13,0.0498657575623076,0.06281346427992232,0.01120834191840366,0.0001256151845247205
Channel 8,0.00043984825766044464,12,0.04458621285099841,0.05124440637229945,0.010123675851418738,0.00010229534625483196
Channel 9,0.00022079292854034404,14,0.035491968203772185,0.026734219749546602,0.007312211669467262,5.341968998179979e-05
Channel 10,-0.0001612874170411071,15,0.014831553350845468,0.005116490834858928,0.0031989031979286053,1.0206968038822064e-05
Channel 11,0.0003685591452580269,13,0.044220001657150385,0.04360467316710209,0.009338594451747232,8.707351049065085e-05
Channel 12,-0.0013272428230542796,11,0.05075076794744035,0.062016029265230796,0.01113696810314466,0.0001222704850191125
Channel 13,0.00026217479344517214,11,0.04855350078435214,0.06076228258462903,0.011023818084913142,0.00012145582954694003
Channel 14,0.0003718550460026591,12,0.03805544656070844,0.0392916885159753,0.008864726562728858,7.844510085671297e-05
Channel 15,0.00014987002733177424,13,0.02435304439089441,0.017077259769057905,0.005844186815812428,3.413205851302339e-05
Channel 16,0.00029592725847816625,11,0.03509523941043681,0.03629483629148823,0.008519957311100593,7.250209964066606e-05
Channel 17,0.000218961872571104,11,0.04199221689457483,0.048852137987836934,0.009884547332866278,9.765633167403401e-05
Channel 18,0.00035885454862105373,13,0.043060332876631593,0.04507731387478932,0.00949497908105008,9.00258511625126e-05
Channel 19,5.282406096204484e-05,13,0.040283231323283986,0.04861667800975493,0.009860697542238575,9.723056563809332e-05
Channel 1,-0.0003560507369692878,18,0.04983523996282027,0.05748034224753945,0.010721972043196106,0.00011483391236778254
Channel 2,0.00016030704635644345,15,0.03390505303043069,0.028225794115037922,0.007513427196032171,5.642588988096432e-05
Channel 3,-0.000341463324414341,14,0.03305056024478527,0.021571168222576834,0.00656828261002476,4.302573924323357e-05
Channel 4,0.00017269719174830222,10,0.05398563349309801,0.06160194253729371,0.011099724549491641,0.0001231740607545497
Channel 5,0.0004679854843877684,10,0.03652956658634162,0.03355640724970033,0.008192241115799795,6.689380408580301e-05
Channel 6,0.0004230025427434346,17,0.03128053947451977,0.02452917168572248,0.007004166143906422,4.887941222027754e-05
Channel 7,-4.4343975805634096e-05,17,0.03717043617557568,0.029135415521116828,0.007633533326201809,5.8268864654043404e-05
Channel 8,7.229428943496541e-05,17,0.03704836577762634,0.04018550504291939,0.008964988013703018,8.036578362155386e-05
Channel 9,0.0005980514934027959,13,0.037567164968911056,0.03795046852215465,0.008712114384253072,7.554327145554799e-05
Channel 10,0.00012179383580342496,9,0.019042982080097887,0.00955153222919709,0.0043707052586961495,1.908823071995447e-05
Channel 11,0.00029220411134071145,7,0.027832050732450757,0.022917887022960947,0.006770212260034532,4.5750390803237476e-05
Channel 12,-0.0006281456539983788,17,0.03677370738224031,0.035035674718685,0.008370863123798524,6.967678247473296e-05
Channel 13,-0.00019070638294689957,15,0.03906252734379054,0.03871423061478566,0.008799344363620015,7.739209230507463e-05
Channel 14,0.0005430587791266163,15,0.05096439114385172,0.06191113682245957,0.011127545715247326,0.00012352736080733264
Channel 15,0.0006896653270637796,7,0.04437258965458706,0.049756443964845604,0.00997561466425459,9.903724966633721e-05
Channel 16,0.00031655715573160553,11,0.03002931789553897,0.027547434044811612,0.007422591736693002,5.499465965677834e-05
Channel 17,-9.482008535768838e-05,11,0.03994753772892329,0.04789178582013861,0.00978690817573544,9.577458079168999e-05
Channel 18,0.00039858846315356586,9,0.0464172688202386,0.0531743022216723,0.010312545972908174,0.00010618973168038548
Channel 19,0.0002831098666934848,11,0.04418948405766304,0.05404483598666251,0.010396618295067153,0.0001080095207767058
Channel 1,0.0003931563304448193,7,0.06234745575262817,0.11462262416822483,0.015140847015159015,0.00022909067643628084
Channel 2,0.0006676316202339229,7,0.07064824281318366,0.10645716876942604,0.014591584476637625,0.00021246860555851593
Channel 3,0.0002666913981692983,7,0.03952029133610058,0.03806106504260588,0.008724799716051468,7.605100578335427e-05
Channel 4,1.4324234253700884e-06,11,0.06616215568854522,0.09005290100781357,0.01342035029407307,0.0001801057999637903
Channel 5,0.0003948042808171364,9,0.06585697969367185,0.10230858742608204,0.014304445982007275,0.00020446130443201255
Channel 6,0.0002627851454349193,6,0.07443242514961337,0.15754076100213282,0.01775053582301857,0.0003150124659716045
Channel 7,0.0014155569484695634,6,0.07183842919318978,0.1312358323258892,0.0162009772745899,0.000260467863177418
Channel 8,0.0009309374686106611,16,0.033294701040683966,0.026883291881117665,0.007332570065279658,5.2899939191772106e-05
Channel 9,0.0011697071669995807,14,0.03778078816532241,0.029917319197531128,0.007735285282073458,5.8466423538532085e-05
Channel 10,0.0006779465688606425,7,0.01834107729188915,0.008018822734144816,0.004004702918855484,1.5578033918059712e-05
Channel 11,0.00017373479013087058,6,0.0641174765228937,0.1055482774820826,0.014529162225130711,0.00021106637118686338
Channel 12,0.0017651665681964878,11,0.049560581567434245,0.0757245694309501,0.01230646735915308,0.00014833332584842168
Channel 13,0.010039464352396967,9,0.09381110082407196,0.4198547394337083,0.028977741093249774,0.0007389186343843671
Channel 14,0.0016145316971269957,13,0.04010012572635997,0.033351438478910554,0.00816718292667803,6.409616435679334e-05
Channel 15,0.001396391895991515,21,0.029022237112456873,0.01730938843659833,0.005883772333562598,3.2668866546005876e-05
Channel 16,0.0003832686282109221,7,0.03793337616275909,0.050302018807281204,0.01003015641027409,0.00010045714277319174
Channel 17,0.0007064500067818147,9,0.04614261042485257,0.05840963453247424,0.010808296307233092,0.00011632019745286647
Channel 18,0.0014159231596634109,38,0.04696658561101065,0.03809861302700872,0.008729102247884226,7.419238765994621e-05
Channel 19,0.0009090258321787546,11,0.041900664096112816,0.046276432036305354,0.009620439910555582,9.172653610904244e-05
Channel 1,0.001268523154139575,13,0.08258062421273217,0.1780639261530169,0.018871350039306508,0.0003545187013134456
